USC00030936          39S    36S    28S    30S    29S    21S    16S    24S    23S    29S    28S    45S
USC00031102          36R    33S    25S    30S    29S    25S    17S    29S    28S    32S    30S    47R
USC00031132          39S    35S    30S    30S    30S    21S    18C    23C    30S    32S    28C    44S
USC00031140          43R    29R    31R    32R    25R    21R    15R    21R    29R    37R    36R    48R
USC00031152          37C    29C    28S    34C    30C    22C    18C    22C    27S    33S    34C    48C
USC00031191          38R    34R    26R    28R    24R    24R    14R    28R    25R    35R    28R    43R
USC00031442          44R    35R    28R    35R    29R    24R    15S    21S    30S    39S    30S    46S
USC00031455          35R    34R    27R    32R    33R    25R    14R    27R    25R    26R    38R    48R
USC00031459          36R    35R    33R    32R    26R    20R    17R    26R    25R    25R    32R    41R
USC00031596          41R    34R    30R    31S    27R    23R    19R    26R    24R    28R    31R    46R
USC00031632          43S    38S    28S    31S    31C    22C    15C    23C    26S    26C    28S    50S
USC00031730          41S    26S    29S    33S    26S    22S    16S    22S    26S    39S    36S    44S
USC00031838          33S    33S    28S    29S    27S    20S    15S    24S    25S    30S    27S    44S
USC00031900          42C    41S    35C    35C    27C    20C    17C    27C    24C    27C    37C    50C
USC00031948          36S    29S    35S    32S    27S    23S    16C    20C    26S    32S    32S    44S
USC00031962          39S    32S    24S    31S    25S    17S    14S    22S    26S    34S    32S    44S
USC00031968          38S    36S    29S    29S    26S    22S    16S    24S    25S    27S    31S    46S
USC00032148          40S    33S    29S    33S    26S    20S    17S    24S    26S    31S    29S    44S
USC00032355          37S    30S    30S    33S    29S    17S    16S    21S    23S    35S    31S    44S
USC00032356          45S    40S    36C    34S    27S    22C    19S    28C    28S    18R    38C    52S
USC00032366          40S    36S    29S    29R    31S    26S    19S    25S    25S    26R    31R    50R
USC00032444          42R    40R    30R    31R    29S    26R    21R    26R    30R    25R    35R    49R
USC00032540          39S    45C    34S    33S    33C    26S    21C    26S    28C    35S    36S    45S
USC00032794          42S    36S    28S    29S    35S    26S    17S    29S    26S    32S    34S    46S
USC00032930          41S    40S    32C    31C    30C    23C    20C    25C    31C    26C    36C    49C
USC00032962          34R    37R    30R    28R    31R    21R    16R    24R    23R    34R    32R    48R
USC00032978          39S    37S    29S    30S    28S    20S    17S    24S    23S    28S    29S    47S
USC00033242          39R    36S    27S    28S    25S    19S    16S    24S    25S    28S    30S    45S
USC00033428          34S    34S    28S    32S    28S    21S    17S    24S    24S    31S    33S    45S
USC00033466          32S    33S    27S    32S    30S    22S    18S    25S    24S    29S    30S    43S
USC00033544          42S    40S    33S    31S    25S    22S    19S    27S    24S    27S    34S    50S
USC00033734          43S    40S    29S    30S    31S    20S    20S    24S    28S    30S    32S    48S
USC00033821          38S    40S    29S    30S    30S    21S    16S    26S    28S    29S    29S    50S
USC00033862          37C    33C    28C    29C    24C    19C    15C    21C    22S    27S    25S    46S
USC00034106          37S    35S    30S    31S    34S    26S    20S    27S    30S    30S    32S    44S
USC00034134          37S    31S    33S    32S    30S    21S    15S    24R    24R    38R    33C    46S
USC00034185          40R    32R    30R    36R    29R    19R    13R    18R    25R    27R    32R    43R
USC00034548          34S    29S    32S    31S    28S    23S    14S    20S    26S    36S    31S    45S
USC00034562          35S    31S    30S    31S    28S    21S    17S    23S    25S    30S    32S    42S
USC00034572          42S    39S    32S    33S    34S    23S    20S    25S    29S    30S    35S    43C
USC00034638          41C    37C    28C    31C    26C    19C    16C    25S    25C    31C    29C    47C
USC00034666          45R    44S    33S    30S    40S    24S    21S    34S    32S    27S    37R    51R
USC00034756          34R    30R    30R    34S    27S    26S    18C    23C    27S    29S    31R    46R
USC00034938          39S    32S    30S    31S    28S    27R    18S    28S    30R    33R    32R    48S
USC00034988          37C    30S    31S    35S    33S    27S    19S    25S    26S    33S    37S    45S
USC00035018          40R    33R    31R    30R    27R    25R    14R    29R    27R    31R    35R    45R
USC00035036          43R    39S    32R    31S    31S    23C    16C    28C    26S    25R    32R    51R
