USC00026037          39R    39R    48S    39R    36S    29S    17S    18S    26S    33S    43S    35S
USC00026119          34C    34C    33C    33C    27S    22S    24S    19R    23S    33S    37S    32S
USC00026132          35S    33S    39S    35S    31S    26S    19S    19S    23S    35S    39S    31S
USC00026180          40S    31S    34S    37S    33S    31S    23S    20S    22S    36S    31S    31S
USC00026250          33R    31R    37R    33R    31R    26R    18R    16R    26R    34R    36R    27R
USC00026353          39R    37R    30R    31R    24R    23R    24R    20R    23R    30R    37R    31R
USC00026468          50S    38C    36C    36S    34C    28C    22C    20C    23C    32S    40C    42S
USC00026471          31S    34S    41S    43S    33S    30S    23S    23S    27S    33S    36S    29S
USC00026513          31R    35R    40R    34R    29R    22R    18R    23R    28R    30R    40R    30R
USC00026597          40R    34R    39R    29R    33R    32R    16R    26R    25R    35R    40R    28R
USC00026616          44S    41S    39S    43S    34S    33C    22S    21S    26S    36S    49S    35S
USC00026653          39R    38S    47S    35S    33R    32S    23S    18S    26S    36S    42R    33R
USC00026716          37S    33S    27S    32S    31S    27S    24S    22S    22S    29S    37S    31S
USC00026796          37S    37S    42S    38S    37S    31S    23S    21S    26S    36S    44S    34S
USC00026840          29R    35R    40S    38S    35S    33S    28S    22R    24R    29R    39R    30R
USC00026865          31R    32R    39R    36R    35R    27R    21R    23R    28R    33R    39R    30R
USC00027281          28C    33S    39C    35S    34S    25S    20C    20C    23C    30C    34C    23C
USC00027370          46R    34R    39R    29R    32S    25R    19R    25R    19R    37R    25R    28R
USC00027390          36C    31C    35C    34C    27C    22C    22C    21C    25C    30C    39S    27C
USC00027435          42S    33S    35S    35S    33S    27S    27S    21S    27S    32S    36S    40S
USC00027480          37S    39S    41R    36R    31R    24R    24R    25R    27S    34R    42R    32S
USC00027488          48S    40S    36S    39R    29S    27S    19S    22S    24S    34S    43S    41S
USC00027560          38R    35R    25R    34R    25R    23R    25R    22R    27R    33R    34R    30R
USC00027593          35S    38R    32S    36R    27S    23R    24S    20R    23S    29R    36R    31R
USC00027619          38S    38S    39S    37C    34S    26S    28S    24S    26S    28S    41R    41S
USC00027625          48R    38R    46R    34R    28R    24R    30R    20R    20R    30R    26R    35R
USC00027708          38S    38S    45S    40S    34S    31S    25S    18S    29S    41S    45S    29R
USC00027716          43S    41S    42S    40S    35S    32S    23S    23S    24S    37S    48S    37S
USC00027855          47S    36S    35C    35C    33C    26S    22C    22C    25C    34C    40S    37S
USC00027880          39S    31R    32S    36S    28S    23S    24R    19S    22R    22R    35S    30R
USC00028012          46C    33C    36C    36C    32C    27C    21C    17C    24C    33C    39C    38C
USC00028018          51R    33R    35R    37R    35R    25R    23R    22R    27R    33R    45R    40R
USC00028112          30S    33S    38S    32S    32S    24R    19R    12R    21R    30R    37R    26R
USC00028162          37S    36S    32S    34S    32S    28S    25S    17S    24S    30S    34S    35R
USC00028214          37S    34S    44S    38S    33S    27S    22S    19S    27S    34S    41S    32S
USC00028329          41C    34C    40S    41C    38C    33C    23C    21S    27C    36C    43C    37C
USC00028348          38R    36R    39R    34R    31R    24R    25R    17R    23R    32R    42R    31R
USC00028396          28S    32S    36S    31S    33S    30S    26S    24S    29S    31S    36S    27S
USC00028468          49S    39S    38S    37S    39S    33S    26S    23S    26S    37S    41S    38S
USC00028499          29S    32S    36S    33S    32C    26S    17S    17S    22S    28S    40S    28S
USC00028516          29R    25R    34R    40R    37R    31R    27R    23R    29R    32R    35R    23R
USC00028619          39C    33C    34C    34C    32C    25C    23C    22C    24C    30C    37C    32S
USC00028641          34R    37R    40R    32R    32R    28R    20R    18R    27R    32R    43R    28R
USC00028792          36R    35R    39R    37R    34R    34R    25R    22R    24R    37R    34R    39R
USC00028795          36S    34S    35S    34S    30S    22S    22S    20S    24S    33R    42R    31R
USC00028796          34R    36R    35R    34R    26S    20S    20S    17S    21S    29R    41R    29R
USC00028800          40R    37R    37R    33R    26R    21R    25R    26R    27R    33R    40R    28R
USC00028815          34S    33S    36S    36S    32S    22S    26S    18S    25S    29S    40S    28S
USC00028817          35S    34S    33S    35S    27S    20S    21S    16S    22S    30S    39S    29S
USC00028865          35C    34S    36C    35C    30C    23C    27C    19S    21C    28C    38S    33C
USC00028904          36S    39S    41S    37S    36S    30S    23S    23S    25S    35S    42S    33S
USC00029114          36S    33S    32S    38S    32S    32S    28S    25S    26C    36S    34S    28S
USC00029158          39C    39S    45C    38C    37C    31C    26C    23C    27C    39C    43C    33C
USC00029271          40R    50R    46R    38R    38S    29S    22S    19R    26R    40R    46R    27R
USC00029287          36S    38S    41S    38S    35S    27S    24S    23S    26S    34S    39S    29S
USC00029309          32R    39R    42R    40R    35R    29R    22R    17R    25R    39R    47R    31R
USC00029334          38S    33S    30S    30S    29S    22S    24S    19S    26S    31S    39S    33S
USC00029359          36S    38C    46S    40S    38C    30C    20C    21C    26C    36C    42C    33S
USC00029376          29R    31S    37R    40S    37R    33S    26S    24R    27R    36R    36R    28R
USC00029410          46R    35R    41R    37R    38R    31R    23R    18R    28R    39R    43R    42R
USC00029542          41C    33S    37C    39C    36S    30S    25S    23S    26S    34C    34C    45C
USC00029634          29S    31S    36S    32S    30S    25S    18S    17S    24S    31S    39S    26S
USC00029645          36S    35S    44S    39S    39S    28S    22S    19S    29S    33S    42S    29S
USC00029652          31R    28R    35R    31R    34R    23R    16R    17R    27R    31R    34R    28R
USC00029656          29R    24R    37R    33R    37R    26R    10R    19R    21R    30R    35R    25R
USC00030064          46S    46S    37S    38S    26S    32S    30S    29S    28S    28S    43S    46S
USC00030130          37S    47S    36S    32S    22S    25S    26S    36S    29S    29S    38S    46S
USC00030220          36S    45S    31S    33S    22S    21C    24S    34S    29S    27S    32S    44S
USC00030240          40C    43S    33S    33S    19S    23S    24C    32C    24S    23S    36S    45C
USC00030458          42S    46S    35S    36S    26S    30S    27S    38S    34S    29S    42S    46S
USC00030460          45S    49S    34S    39S    28S    27S    27S    33S    29S    31S    42S    49S
USC00030536          46S    45S    36S    33C    27C    26S    26S    33C    29C    26C    43S    45S
USC00030582          36S    49S    32S    31S    24S    24S    25S    37S    29S    29S    33S    47S
USC00030586          46S    49S    34R    35R    28R    28R    23R    39R    35R    31R    45R    50R
USC00030764          34S    43S    30S    30S    23R    25S    27S    37S    27S    28S    35S    43S
USC00030798          38C    49C    35C    33C    27C    26C    27C    41C    33C    31C    41C    46C
USC00030806          45C    47C    36C    38C    31C    25C    22C    30S    28S    28S    42S    49C
